Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Italy,ITA,Domestic private health expenditure (% of current health expenditure),27.36185455,25.37805939,25.04142189,24.66634941,23.7559967,22.5114193,22.24953461,22.51229095,22.32471275,21.69487953,21.5464077,22.98721886,23.86683655,23.94325066,24.35443115,25.40777016,25.37466621,26.10261726,,,
Japan,JPN,Domestic private health expenditure (% of current health expenditure),19.56947136,19.0359211,19.24702263,20.03618813,19.72579765,18.83203888,19.67846489,18.75071526,18.82938004,18.70581627,18.07275391,16.25937653,16.06931305,15.73908806,15.88214016,15.91701508,15.96278954,15.90748405,,,
South Korea,KOR,Domestic private health expenditure (% of current health expenditure),49.6724546,44.38850582,43.83078516,44.33338344,43.64106059,43.31121147,41.38284922,41.42312109,43.09494197,41.18651152,41.00206792,41.73579812,42.56542921,42.32852161,42.77454317,42.6795423,42.42796898,42.62257516,,,
Luxembourg,LUX,Domestic private health expenditure (% of current health expenditure),16.77622032,15.97574234,16.05399704,16.15308762,15.52412319,15.87201214,16.2423172,14.66279602,12.36205196,13.30304146,14.08847237,15.69052601,15.82222843,14.40485287,14.19797707,13.87119579,13.89365387,13.79082775,,,
Macao,MAC,Domestic private health expenditure (% of current health expenditure),,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Domestic private health expenditure (% of current health expenditure),54.78259277,56.24237823,57.31053162,58.49080658,56.54202271,57.76345062,57.1729126,56.18167496,54.08642197,53.33153152,51.35290146,48.6735878,48.40818024,47.23685837,46.75450516,46.91611099,47.60773468,48.48754883,,,
Monaco,MCO,Domestic private health expenditure (% of current health expenditure),19.96951294,19.90162849,19.79693413,18.99510193,18.87705231,18.92964935,19.15410233,19.81639481,19.43585396,18.66253662,18.55035782,18.83910751,18.69325829,18.87373161,18.99225807,19.11278725,20.40891647,20.29598999,,,
Netherlands,NLD,Domestic private health expenditure (% of current health expenditure),30.96222305,30.37052155,30.02030182,29.83657455,31.40267944,31.57926178,29.86812294,30.74233234,33.40217769,33.31358135,32.73917735,32.68424571,33.22047293,32.69481063,32.35302269,34.93037224,35.18221676,35.57651043,,,
New Zealand,NZL,Domestic private health expenditure (% of current health expenditure),25.51253128,26.81880569,25.06671906,24.50228882,22.96323395,23.05216789,22.7786026,20.70492554,22.3717308,22.27961349,21.72930908,21.2206974,21.48871231,22.36195564,22.56612778,25.30545807,25.44583893,24.54262161,,,
Nigeria,NGA,Domestic private health expenditure (% of current health expenditure),64.71762085,66.39343262,71.36206818,75.88537598,67.83808899,68.99703979,73.40917969,74.18617249,76.06095886,77.86318207,80.13829803,77.70685577,75.37893677,73.25356293,74.40258026,73.63851166,76.66194916,77.90582275,,,
Norway,NOR,Domestic private health expenditure (% of current health expenditure),18.31750488,17.19991493,17.1150589,16.83320808,16.98276329,16.94884682,16.65839767,16.29890823,15.81110477,15.51223373,15.26832294,15.57692337,15.24477196,14.97706509,14.71106243,14.48540115,14.62055111,14.52694511,,,
Poland,POL,Domestic private health expenditure (% of current health expenditure),31.78533554,29.6577282,30.04432869,31.40613747,32.53364182,31.47255707,31.02198029,30.3138504,28.79486656,28.25468826,28.64995956,28.97422981,30.17161179,29.56562042,30.0263226,30.62877655,31.17060065,31.01429343,,,
Qatar,QAT,Domestic private health expenditure (% of current health expenditure),40.48460007,36.95450592,37.08582306,24.97864723,25.01207542,25.08773232,25.1635437,25.23950386,25.3156147,28.98588562,29.00969315,26.45583725,20.857584,15.82970428,13.25698376,14.68634129,17.16677475,19.2627449,,,
Russian Federation,RUS,Domestic private health expenditure (% of current health expenditure),40.43967056,41.75971985,41.51320267,41.75037003,41.10625458,38.75632477,38.19020844,37.8807373,37.32189941,37.93313599,38.62093353,37.3494072,36.29253387,37.61935806,38.21345139,41.28147507,43.04995346,42.91125107,,,
San Marino,SMR,Domestic private health expenditure (% of current health expenditure),29.52208138,28.05811501,29.83287048,28.24861908,23.64337921,22.59000778,22.37741852,20.71066093,20.22471809,20.43010712,19.14893723,18.55669975,18,18.4291687,18.87831306,20.20766068,19.8456459,18.35364723,,,
Saudi Arabia,SAU,Domestic private health expenditure (% of current health expenditure),27.94761276,27.4595089,27.68584251,27.62561417,28.52048874,27.50498962,27.01771545,29.61282158,36.40523529,35.01260376,38.06742859,32.93125153,31.71681404,30.40564346,28.63144875,31.52612686,33.28862,,,,
Singapore,SGP,Domestic private health expenditure (% of current health expenditure),63.667099,72.11495209,68.67195129,62.92526627,67.53620911,67.01379395,66.07958984,66.50854492,62.69373322,65.11990428,64.12019134,62.8823936,60.69905758,58.29829574,54.96269464,52.92266011,52.65606046,51.79563761,,,
Spain,ESP,Domestic private health expenditure (% of current health expenditure),28.64209747,28.97068596,28.95956421,28.68761635,28.43162727,28.14246368,27.53419304,27.2908783,26.3648243,24.615242,25.24895668,26.25079727,27.82130241,28.99296188,29.6030941,28.78074074,28.90890503,29.3837986,,,
Sweden,SWE,Domestic private health expenditure (% of current health expenditure),15.52455997,18.15195656,17.81233788,17.42595482,17.83456421,18.24452591,18.19482994,18.14756584,18.14256477,18.03902817,18.11690521,16.03339386,16.41777229,16.61569023,16.63375854,16.66270065,16.60427284,16.30507469,,,
Switzerland,CHE,Domestic private health expenditure (% of current health expenditure),72.02051878,70.64851522,69.3944931,69.27546263,69.88597512,69.87090111,70.18936276,70.09063959,69.46335435,69.02447939,68.89277697,68.2944715,67.58821011,68.600595,69.28134561,69.56555247,70.2932775,69.50716972,,,
Thailand,THA,Domestic private health expenditure (% of current health expenditure),44.80375051,44.96515095,37.52396405,36.74428165,35.70490479,36.2326771,27.99164057,24.33661371,24.50151443,26.79975033,26.09714866,23.38223755,23.78911525,23.7359494,23.97712618,24.76755977,23.95379394,23.64279777,,,
Turkey,TUR,Domestic private health expenditure (% of current health expenditure),38.32403564,32.74863434,30.02564049,28.79286957,28.29535866,32.25196075,31.14850235,31.21626091,27.30695534,19.50121307,22.00160408,20.87164116,20.82859039,21.65037727,22.39487076,21.86663818,21.55787849,22.28973007,,,
United Arab Emirates,ARE,Domestic private health expenditure (% of current health expenditure),31.16954041,22.98960304,38.77114487,38.72491837,42.89268875,43.15893936,42.69578171,41.32629776,36.08961105,26.31716347,29.14583969,27.57902718,27.45520782,28.028265,29.02361488,28.74894524,28.40196419,28.02610779,,,
United Kingdom,GBR,Domestic private health expenditure (% of current health expenditure),18.24862289,18.42062378,18.09081841,18.25172043,16.81771469,16.47916031,15.53214645,16.39374542,15.39060497,14.8023901,15.22297573,15.71033573,15.46381855,20.06679916,19.95640755,20.00263405,19.89691353,20.57819557,,,
United States,USA,Domestic private health expenditure (% of current health expenditure),55.80990982,54.84964371,54.86871719,55.08549118,54.75735474,54.61561584,53.68714905,53.61481476,52.60891342,51.70272064,51.46821594,51.46446228,51.57866669,51.14373398,49.9139607,49.49373305,49.8860687,49.84186292,,,
