Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Finland,FIN,Current health expenditure per capita (current US$),1655.866211,1737.976196,1971.683228,2510.001709,2926.829346,3111.373047,3286.428955,3774.777588,4315.478516,4179.838379,4099.587891,4548.829102,4411.17627,4306.805176,4739.988281,4121.901855,4094.894775,4205.742676,,,
France,FRA,Current health expenditure per capita (current US$),2156.483398,2190.798828,2438.24707,2999.567383,3452.43042,3573.602783,3812.535889,4314.527344,4793.813477,4724.207031,4593.392578,4933.404785,4652.287109,4900.390137,4987.874023,4204.090332,4256.961426,4379.727051,,,
Germany,DEU,Current health expenditure per capita (current US$),2334.651855,2341.071289,2551.568115,3138.26123,3443.54541,3547.225342,3684.42627,4166.760742,4635.934082,4643.00293,4597.244629,5021.630859,4754.655762,5094.416016,5290.722168,4617.490723,4734.183105,5033.452148,,,
Greenland,GRL,Current health expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,
Hong Kong,HKG,Current health expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Current health expenditure per capita (current US$),2873.848145,2557.269531,3091.28833,3955.023926,4497.974121,5213.475586,5071.734375,6085.145996,4945.617188,3693.276367,3644.802734,3867.376953,3706.809326,4030.777832,4476.212891,4281.575684,5063.605957,6086.311523,,,
India,IND,Current health expenditure per capita (current US$),18.56432343,19.86275864,20.30065536,22.06719208,25.14221001,27.75144768,29.65160179,35.96347809,37.99359894,38.41241455,45.25077438,48.72283554,49.05140305,56.2184639,57.15113831,58.9663353,60.6183815,69.29309845,,,
Indonesia,IDN,Current health expenditure per capita (current US$),16.19961548,17.6875267,19.89102554,26.64472771,27.13468361,35.43886566,46.09786987,58.03127289,61.77248001,64.90525818,92.18703461,107.4081497,107.0563965,107.1952057,108.837265,100.4307022,111.3138351,114.9717865,,,
Ireland,IRL,Current health expenditure per capita (current US$),1560.950562,1822.140381,2190.017822,2904.407471,3476.919678,3936.624023,4143.44873,4852.221191,5616.04834,5480.83252,5128.450684,5563.418457,5239.633789,5330.228027,5392.350098,4565.128906,4721.105469,4976.862305,,,
Israel,ISR,Current health expenditure per capita (current US$),1496.87854,1541.569824,1387.578247,1417.606812,1471.525635,1537.728516,1576.017212,1780.092896,2121.681152,2017.15918,2211.019043,2410.748291,2376.651367,2648.820557,2788.500244,2640.311279,2856.178955,3144.626221,,,
Italy,ITA,Current health expenditure per capita (current US$),1520.453613,1585.269897,1754.255371,2158.177002,2561.030762,2676.486816,2830.181885,3088.470215,3489.98584,3324.373535,3214.546387,3387.575684,3125.611572,3195.553467,3190.088135,2708.835449,2736.262695,2840.130615,,,
Japan,JPN,Current health expenditure per capita (current US$),2740.465088,2479.623535,2404.467041,2642.032471,2875.721924,2883.083252,2754.157471,2772.455566,3213.398926,3685.825439,4060.190186,5087.102051,5212.069824,4336.149902,4099.464844,3733.67334,4174.904297,4168.986328,,,
South Korea,KOR,Current health expenditure per capita (current US$),473.9160156,511.1699829,547.4658203,648.1060791,722.3965454,891.9749756,1071.94751,1230.198242,1155.700439,1112.372314,1374.272217,1521.492432,1575.856079,1712.077515,1910.741455,1925.468506,2040.405273,2283.074707,,,
Luxembourg,LUX,Current health expenditure per capita (current US$),2893.994141,3106.483398,3583.946777,4597.075195,5600.30127,5815.830566,6065.344238,6662.445313,7548.198242,7639.851074,7452.205078,7164.688477,7096.870117,6522.022949,6680.973633,5567.418457,5595.554199,5782.628418,,,
Macao,MAC,Current health expenditure per capita (current US$),,,,,,,,,,,,,,,,,,,,,
Mexico,MEX,Current health expenditure per capita (current US$),309.6332703,353.9034424,375.2424011,401.4545898,435.2888489,472.1081238,501.0375671,542.7859497,556.534668,477.6488647,538.744751,565.1291504,580.7484741,617.8746948,595.8328247,539.0283203,474.6098938,494.6776428,,,
Monaco,MCO,Current health expenditure per capita (current US$),1410.947144,1435.962646,1569.223755,2229.539307,2584.741211,2632.081787,2689.532959,2988.306885,3475.743652,3397.052246,3369.151123,3532.959717,3396.687256,3710.3125,3863.57251,3314.173584,2938.534424,2932.421875,,,
Netherlands,NLD,Current health expenditure per capita (current US$),2023.143677,2173.828369,2532.855225,3237.084473,3682.854004,3821.959473,4076.595703,4689.932617,5360.748535,5261.570801,5186.632813,5554.845215,5284.94873,5531.153809,5594.431152,4674.679688,4753.376953,4911.44043,,,
New Zealand,NZL,Current health expenditure per capita (current US$),1053.891602,1049.376099,1246.313477,1610.937622,1983.658813,2295.177979,2301.875977,2699.345703,2839.066162,2700.886475,3216.223633,3626.029297,3806.579834,3955.531982,4144.538574,3582.272949,3745.216309,3937.221924,,,
Nigeria,NGA,Current health expenditure per capita (current US$),17.72411728,18.59028816,18.19249725,39.41695404,44.60902786,54.5287056,66.51444244,70.03686523,81.19824219,68.96295166,76.7208786,84.42679596,92.57324219,102.5169525,107.8747711,97.77871704,79.36221313,73.92498016,,,
Norway,NOR,Current health expenditure per capita (current US$),2948.931641,3099.003418,3889.959473,4632.568359,5097.344238,5584.689453,5892.987305,6895.560547,7768.050293,7301.959961,7859.516113,8900.37207,8970.120117,9241.265625,9118.317383,7565.549805,7496.768555,7936.375,,,
Poland,POL,Current health expenditure per capita (current US$),238.0044861,282.8210449,315.8314514,339.3352051,392.0033875,465.7001953,524.0974731,660.9246826,892.5968628,759.6057739,809.1994019,866.0946655,815.1418457,878.088501,911.2981567,803.9596558,813.4727783,906.8201294,,,
Qatar,QAT,Current health expenditure per capita (current US$),602.3201904,657.979187,736.7611694,1206.324341,1285.689331,1322.78479,1327.681519,1322.241699,1327.578979,1321.488647,1257.945923,1375.136475,1548.309204,1833.387329,2104.407227,2031.892944,1800.474365,1649.186157,,,
Russian Federation,RUS,Current health expenditure per capita (current US$),95.41753387,118.1223373,140.7755737,164.6775513,209.2494354,271.9867249,352.7495422,461.8795166,609.8651123,516.6986084,567.3776855,684.7526245,760.0706787,811.1694336,742.2849731,501.853302,469.1309204,585.87323,,,
San Marino,SMR,Current health expenditure per capita (current US$),1934.978027,1952.937256,2019.280518,2243.462646,2910.925537,3012.349609,3218.154053,3747.700439,4295.395508,4205.148438,4001.796875,4280.185547,4026.014404,4014.552246,3873.618164,3163.792969,3021.65332,3361.644775,,,
Saudi Arabia,SAU,Current health expenditure per capita (current US$),384.3902893,385.6501465,367.7966614,380.6986389,399.2155151,469.3562012,554.2558594,586.395813,595.3254395,690.5139771,702.5631104,882.3187256,1017.09082,1113.491943,1284.789307,1243.627441,1166.081299,1093.405518,,,
Singapore,SGP,Current health expenditure per capita (current US$),820.6981812,706.734375,752.2897339,828.8669434,829.2338867,863.3361816,945.7785034,1084.877319,1275.143311,1328.818115,1513.565918,1704.372925,1863.081055,2114.615234,2237.400879,2326.265137,2489.906006,2618.712402,,,
Spain,ESP,Current health expenditure per capita (current US$),1002.786987,1044.136963,1169.059937,1632.26001,1914.508911,2050.842285,2227.942139,2587.02417,2967.600342,2912.541748,2775.140137,2894.764404,2588.674561,2628.86377,2671.282959,2351.530029,2390.631104,2506.464844,,,
Sweden,SWE,Current health expenditure per capita (current US$),2173.193848,2169.95752,2477.208008,3134.474365,3513.293457,3573.54541,3788.660889,4321.836914,4652.80957,4151.79834,4437.119141,6386.692871,6273.509766,6723.074707,6628.458984,5623.214355,5707.058105,5904.583984,,,
Switzerland,CHE,Current health expenditure per capita (current US$),3737.802979,3957.172363,4420.574219,5277.378906,5889.844238,5964.726563,5900.513672,6401.807617,7411.206055,7599.472656,8021.80957,9572.171875,9286.549805,9689.674805,10014.70898,9807.798828,9835.963867,9956.259766,,,
Thailand,THA,Current health expenditure per capita (current US$),62.25963211,57.29093933,69.89767456,76.50308228,83.49060822,91.43128967,104.4275513,126.8236008,151.4736328,152.4512939,172.0576935,195.9386597,206.4404449,213.0030975,219.3661652,214.3841248,225.3467102,247.0351105,,,
Turkey,TUR,Current health expenditure per capita (current US$),199.4996033,153.624588,186.697998,238.7001801,299.5744019,364.9083862,416.8885498,512.7345581,570.6853027,500.0683594,539.3276978,531.663269,524.8210449,552.40625,527.2006836,454.6096802,468.6466675,444.6536865,,,
United Arab Emirates,ARE,Current health expenditure per capita (current US$),781.8167114,771.6835327,850.9515381,879.3939209,890.3037109,915.0838013,985.3295288,1094.849731,1340.038696,1339.4375,1359.025513,1483.969604,1441.551147,1556.310913,1613.375244,1401.974487,1310.923096,1357.017456,,,
United Kingdom,GBR,Current health expenditure per capita (current US$),1674.2854,1739.170044,1965.769409,2347.039063,2828.298096,3010.180664,3251.677734,3740.197998,3606.229004,3273.727539,3309.480957,3501.949707,3492.889648,4207.887695,4601.137207,4326.25,3945.009033,3858.674316,,,
United States,USA,Current health expenditure per capita (current US$),4560.055176,4910.724121,5328.275879,5737.104004,6099.77002,6451.770508,6819.760254,7175.855469,7420.708496,7699.429199,7957.279297,8169.907715,8440.995117,8647.643555,9067.999023,9538.070313,9941.347656,10246.13867,,,
